id,NUMPOINTS,Elev_mean,Popsum,CoverageMe,Restricted
6510,0,10.9687448321482,1308,-98.87417836,1
6511,5,13.5537367724868,2673,-89.70037747,1
6512,4,13.4990157480315,3465,-89.71747549,1
6513,0,12.0345568783069,1996,-95.33386887,1
6514,5,11.6978012894693,2807,-91.17363824,1
6515,0,13.4857283464567,3070,-95.23582512,1
6516,5,12.4296345295188,2031,-92.93772209,1
6517,5,13.0628410782206,2116,-89.94207703,1
6518,4,12.5168170631665,5209,-90.90775626,1
6519,4,10.9194775132275,3499,-93.32523684,1
6520,4,11.4651124338624,4831,-87.95981038,1
6521,5,10.6656275635767,10001,-87.19723758,1
6522,9,11.0651562758393,7340,-86.59267208,1
6523,4,11.9044312169312,7785,-85.36478513,1
6524,5,11.3375984251969,10931,-85.95967082,1
6525,8,11.5515873015873,14815,-85.49289245,1
6526,8,10.7516944949578,21840,-90.48592894,1
6527,12,9.99048556430446,19936,-88.39694754,1
6528,4,11.2676917989418,14787,-88.9015679,1
6529,3,11.2326388888889,9019,-97.90055024,1
6530,0,11.1564960629921,4979,-99.24798552,0
6531,0,11.4899983468342,2411,-97.96990927,0
6532,0,9.93569184989254,4596,-92.8345191,0
6533,8,9.05658520583894,8046,-88.09104017,1
6534,6,6.53562572326004,4888,-92.06396744,1
6535,0,4.39652345031158,3740,-98.15222515,1
6536,5,1.9299173553719,12933,-85.72908739,1
6537,0,.865432302859977,11621,-83.26631122,1
6538,107,8.59330928173171,76360,-71.36908109,1
6539,322,10.6955371900826,121445,-68.98741133,1
6540,275,10.2620531321745,25469,-70.06105855,1
6541,173,8.15107438016529,45865,-68.80726135,1
6542,75,6.09057851239669,50065,-71.64142445,1
6543,33,4.38996392259757,29045,-73.41951,1
6544,18,2.01537190082645,18120,-75.34664212,1
6545,0,.050016398819285,1706,-71.58315398,1
6600,4,5.63581690611427,1420,-95.23248397,1
6601,4,11.1794531897266,1145,-90.25787823,1
6602,4,6.7844241922121,1159,-93.85620961,1
6603,5,6.43048881524441,0,-93.56826037,1
6604,0,8.17544731610338,485,-101.5890851,1
6605,0,6.52253147779987,460,-99.84784011,1
6606,0,.876753507014028,323,-95.60016388,1
6614,0,.211197614709293,0,-112,1
6630,0,.434861777851349,43,-110.6918729,1
6631,0,6.47574904817083,1179,-101.5002759,1
6632,0,4.26473509933775,479,-93.04036499,1
6633,1,8.67329027984766,2357,-93.22904166,1
6634,0,6.03858893673402,2625,-97.46133417,1
6635,0,.237700844790459,0,-105.6548386,1
6653,0,5.99933785797053,3,-112,0
6654,0,17.1772591857001,6,-112,0
6655,0,20.1514649892402,6,-112,0
6656,0,20.0281317226543,6,-112,0
6657,0,15.2996192683331,6,-112,0
6658,0,21.0052953830879,6,-112,0
6659,0,19.4011818778726,9,-112,0
6660,0,17.3034265850025,19,-112,0
6661,0,15.7355618070495,18,-112,0
6662,0,12.2552557523589,17,-111.6283331,0
6663,0,15.2211554378414,18,-107.1158955,0
6664,0,12.16481879861,16,-99.42971074,0
6665,4,17.3115378248634,23,-93.5368903,1
6666,0,51.0329940906106,182,-100.0486976,0
6667,0,40.7785134911438,288,-105.1994559,0
6668,0,52.6063213635611,521,-99.54790368,0
6669,0,42.4678033438172,429,-102.2466607,0
6670,0,25.5005786080344,122,-105.1219506,0
6671,0,29.7150893448048,344,-102.113203,0
6672,0,16.7306303348654,357,-106.1073101,0
6673,0,14.610494951167,427,-110.3935462,0
6674,0,29.8885766242354,431,-102.9810138,0
6675,0,44.4752524416487,510,-98.14125784,0
6676,2,37.2081403044342,729,-100.6152859,1
6677,4,41.7504511894996,1034,-100.1455129,1
6678,0,47.5823539149148,998,-103.4419531,1
6679,0,44.8850669753597,948,-102.9289599,1
6680,4,33.2151605428666,833,-102.8768368,1
6681,0,29.2884551769765,370,-105.2412214,1
6682,0,17.5740528128588,202,-103.0418408,0
6683,0,14.3170610623862,208,-99.36654953,0
6684,0,19.2614519596494,363,-106.1231102,0
6685,0,21.8883559378101,628,-102.7450276,0
6686,0,20.3553841103086,907,-94.03800518,0
6687,0,21.0124028443856,1628,-98.77116452,0
6688,4,19.04663469489,1810,-92.32688427,1
6689,5,16.603835978836,964,-90.23221841,1
6690,0,17.8167049556941,1196,-104.034192,0
6691,4,16.2642289874255,1501,-94.54009427,1
6692,0,15.7333664349553,1123,-97.43364782,1
6693,4,11.3289212442091,1175,-87.60657481,1
6694,0,14.7049556941254,1691,-100.7199537,1
6695,0,20.2640635340834,2144,-101.2482939,0
6696,4,22.7436321534899,2501,-98.37555933,1
6697,0,22.1432556613062,2261,-100.0553775,1
6698,8,14.1015715467328,2952,-93.14525014,1
6699,0,11.5571546732837,1701,-102.6032127,1
6700,0,16.5354330708661,1714,-97.84646019,1
6701,0,16.4850388493966,2205,-93.46958616,1
6702,4,13.3026794574926,3287,-93.40034164,1
6703,4,11.7269893355209,6376,-93.03752715,1
6704,4,12.615181081528,7545,-89.19611737,1
6705,4,14.612369770134,4745,-89.82918202,1
6706,0,14.0908792650919,7098,-92.52963182,1
6707,9,13.1040185215809,8534,-86.63207374,1
6708,8,12.3255044657625,9199,-90.31722628,1
6709,8,12.0392060367454,8419,-86.48074382,1
6710,8,9.63233592329311,12803,-85.24674793,1
6711,4,10.4567554159087,10968,-91.50106169,1
6712,18,13.2154804854051,5772,-86.16994388,1
6713,29,11.7493800628203,20880,-83.75423655,1
6714,16,11.3802281368821,18021,-84.65745833,1
6715,8,11.1644801574287,10460,-86.87519322,1
6716,8,10.2849346783529,14951,-86.99362413,1
6717,4,10.5070259547033,17078,-89.96714572,1
6718,4,9.9385145105755,9712,-95.18051595,1
6719,11,10.1860426657847,22112,-87.40618968,1
6720,31,10.371372356124,42930,-79.53680449,1
6721,70,10.4032071416763,74436,-81.3874002,1
6722,119,10.9556951562242,98396,-75.16439139,1
6723,153,10.040505083634,81880,-72.20267963,1
6724,129,10.9806547619048,45776,-74.53402722,1
6725,100,13.173606557377,55475,-72.97137905,1
6726,71,12.8741732804233,49502,-74.43881074,1
6727,36,11.2593442622951,34317,-79.51942416,1
6728,29,9.17173553719008,50600,-78.69069802,1
6729,30,6.82,32431,-77.47733263,1
6730,4,2.7032300377111,21033,-83.98057098,1
6782,0,2.04125932062966,349,-102.050925,1
6783,0,3.50339685169843,1276,-96.19457427,1
6784,0,1.80149130074565,3,-99.26106911,1
6785,0,.00115990057995,0,-103.6428733,1
6786,0,4.07434012696291,266,-104.2230402,1
6787,0,9.58028169014084,557,-101.7848642,1
6788,4,9.51864125932063,2185,-90.24727336,1
6789,0,1.84125932062966,496,-99.15362932,1
6814,0,4.10134128166915,636,-103.8066753,1
6815,0,1.03510514985925,199,-105.2185404,1
6816,4,7.56903973509934,8097,-89.31908508,1
6817,0,3.92798013245033,1312,-96.87651941,1
6818,0,3.60099337748344,208,-108.7618815,1
6819,0,.140208574739282,63,-111.510375,1
6835,0,2.57911287653095,1,-106.760634,1
6836,0,12.0829228243021,6,-110.9758472,0
6837,0,14.7700711802682,6,-112,0
6838,0,19.066203243959,6,-112,0
6839,0,14.0619000331016,6,-112,0
6840,0,17.7843786198908,6,-112,0
6841,0,34.1338739036902,9,-112,0
6842,0,28.1727904667329,13,-112,0
6843,0,22.5888778550149,15,-112,0
6844,0,16.8859649122807,13,-112,0
6845,0,17.0697865353038,13,-110.9049028,0
6846,0,16.8642833498841,13,-108.1559837,0
6847,0,16.3207547169811,13,-104.7735396,0
6848,0,29.4601125455147,13,-108.2558928,0
6849,0,43.8156239655743,338,-109.9656508,0
6850,0,50.5026481297583,310,-109.6358809,0
6851,0,48.2595167163191,274,-111.0906056,0
6852,0,39.8188382015097,179,-110.4889939,0
6853,0,39.7646474677259,210,-109.7755593,0
6854,0,30.0759179622891,369,-110.77235,0
6855,0,18.3030453492221,448,-103.0225027,0
6856,0,17.1511993382961,237,-104.1589269,0
6857,0,32.9415818838201,245,-107.212224,0
6858,0,34.8133068520358,399,-107.5652518,0
6859,0,35.7454515382071,690,-99.34193996,0
6860,0,53.4226377627006,1320,-96.77831107,0
6861,0,76.6708023159636,1347,-100.9595022,1
6862,0,61.6288575180565,985,-106.3985329,1
6863,0,53.8441687344913,515,-101.4986958,1
6864,0,28.5635340833885,349,-99.97507451,1
6865,4,25.3728084684089,418,-91.70449318,1
6866,0,17.8198227765015,278,-94.73224968,0
6867,0,15.2582726671079,389,-104.0188611,0
6868,0,22.7650074417066,575,-94.66806133,0
6869,4,29.4615511824045,890,-95.45835065,1
6870,0,25.3558901389808,1411,-96.23707003,0
6871,0,22.0206794682423,677,-100.9034055,0
6872,0,26.0410188554416,773,-101.358191,0
6873,0,15.0256283068783,1339,-100.5528859,0
6874,0,17.6165709598031,986,-100.665772,1
6875,0,12.0444848685299,1010,-103.7092929,1
6876,4,14.5323300810319,2976,-99.13340085,1
6877,0,21.3001488341326,2786,-96.693458,1
6878,5,29.5330598851518,1716,-87.7115453,1
6879,0,21.9088955026455,2676,-96.33496219,1
6880,0,13.852372292941,2551,-99.47682472,1
6881,0,13.8328412073491,2599,-94.72888817,1
6882,0,10.3583002645503,1351,-97.60984488,1
6883,4,17.3100198412698,1549,-91.69382276,1
6884,4,17.6965868066951,3736,-87.76198564,1
6885,0,12.4407144038366,2043,-95.15885211,1
6886,4,17.2435515873016,3475,-88.42976951,1
6887,4,19.9678477690289,3696,-90.735521,1
6888,0,14.099537037037,4863,-90.46068293,1
6889,0,12.8477182539683,4783,-93.16370091,1
6890,5,12.2203083989501,4027,-90.7399644,1
6891,8,12.1979166666667,7402,-88.95977768,1
6892,4,11.7621094395768,6796,-86.00260298,1
6893,4,10.9737575856979,8198,-91.12940731,1
6894,6,11.5063646883782,13789,-87.45209254,1
6895,8,10.2858323689866,10981,-88.51694209,1
6896,17,13.5004921259843,17287,-83.83776633,1
6897,12,11.4623904777649,14939,-85.3979033,1
6898,18,10.2251611836667,18753,-84.75830007,1
6899,15,13.5674922092833,17654,-88.80106256,1
6900,16,11.4563636363636,25946,-84.93683327,1
6901,23,9.91079042308954,21442,-83.88892981,1
6902,16,10.614647049099,39838,-83.77672706,1
6903,20,9.87187964952885,36600,-80.00283818,1
6904,32,9.37864873729092,40889,-82.82547257,1
6905,36,11.1343801652893,59942,-79.7347697,1
6906,86,10.7025741924906,34921,-75.64576886,1
6907,51,13.2744255248801,35551,-76.66646937,1
6908,46,11.6104132231405,44140,-77.57157365,1
6909,28,9.54058042302017,31143,-81.67819731,1
6910,15,9.0505701536936,24232,-84.68913876,1
6911,23,10.9291338582677,41708,-81.13747209,1
6912,0,8.28689472814411,22281,-90.10267234,0
6913,16,9.48614526971635,42878,-84.08269279,1
6914,12,5.4000991571641,21010,-82.57630719,1
6915,7,2.22260783341596,6433,-80.85944237,1
6965,0,1.621850132626,639,-98.08664769,1
6966,0,9.42281991313064,2106,-95.01093891,1
6967,0,4.02651640702685,1742,-93.76749104,1
6968,0,.898574743122307,213,-100.1831763,1
